date,location,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,death_rate
2020-05-18,United States,1513816.0,21987.0,93794.0,1177.0,0.0,0.061958652834954844
2020-05-19,United States,1534871.0,21055.0,95291.0,1497.0,0.0,0.06208404484806866
2020-05-20,United States,1557933.0,23062.0,96807.0,1516.0,0.0,0.06213810221620571
2020-05-21,United States,1583798.0,25865.0,98013.0,1206.0,0.0,0.06188478581233213
2020-05-22,United States,1607109.0,23311.0,99256.0,1243.0,0.0,0.06176058997865111
2020-05-23,United States,1628212.0,21103.0,100399.0,1143.0,0.0,0.061662117709487464
2020-05-24,United States,1648158.0,19946.0,101016.0,617.0,0.0,0.06129024037743954
2020-05-25,United States,1666505.0,18347.0,101572.0,556.0,0.0,0.060949112063870194
2020-05-26,United States,1685956.0,19451.0,102233.0,661.0,0.0,0.06063800004270574
2020-05-27,United States,1704489.0,18533.0,103731.0,1498.0,0.0,0.060857535601579124
2020-05-28,United States,1727357.0,22868.0,104908.0,1177.0,0.0,0.060733247383140836
2020-05-29,United States,1751612.0,24255.0,106071.0,1163.0,0.0,0.06055621907134685
2020-05-30,United States,1775428.0,23816.0,107022.0,951.0,0.0,0.060279549494544414
2020-05-31,United States,1794465.0,19037.0,107719.0,697.0,0.0,0.060028476453984896
2020-06-01,United States,1811655.0,17190.0,108500.0,781.0,0.0,0.059889990091932514
2020-06-02,United States,1833141.0,21486.0,109539.0,1039.0,0.0,0.05975481427778878
2020-06-03,United States,1853068.0,19927.0,110532.0,993.0,0.0,0.05964810789458347
2020-06-04,United States,1874451.0,21383.0,111546.0,1014.0,0.0,0.05950862412514384
2020-06-05,United States,1899995.0,25544.0,112438.0,892.0,0.0,0.059178050468553865
2020-06-06,United States,1921235.0,21240.0,113138.0,700.0,0.0,0.05888816308260052
2020-06-07,United States,1938921.0,17686.0,113588.0,450.0,0.0,0.05858309853779499
2020-06-08,United States,1956401.0,17480.0,114093.0,505.0,0.0,0.05831779885616497
2020-06-09,United States,1974701.0,18300.0,115012.0,919.0,0.0,0.05824274155935506
2020-06-10,United States,1995914.0,21213.0,115911.0,899.0,0.0,0.05807414547921404
2020-06-11,United States,2018815.0,22901.0,116761.0,850.0,0.0,0.057836404029096275
2020-06-12,United States,2043703.0,24888.0,117579.0,818.0,0.0,0.05753233224201364
2020-06-13,United States,2068887.0,25184.0,118348.0,769.0,0.0,0.05720370421390825
2020-06-14,United States,2087943.0,19056.0,118663.0,315.0,0.0,0.056832490158974645
2020-06-15,United States,2107447.0,19504.0,119049.0,386.0,0.0,0.05648967684596576
2020-06-16,United States,2131024.0,23577.0,119869.0,820.0,0.0,0.05624948381623107
2020-06-17,United States,2157676.0,26652.0,120608.0,739.0,0.0,0.05589717826031341
2020-06-18,United States,2185550.0,27874.0,121301.0,693.0,0.0,0.05550136121342454
2020-06-19,United States,2216739.0,31189.0,121960.0,659.0,0.0,0.05501775355601178
2020-06-20,United States,2248483.0,31744.0,122563.0,603.0,0.0,0.05450919575553829
2020-06-21,United States,2274194.0,25711.0,122859.0,296.0,0.0,0.0540230956549881
2020-06-22,United States,2305200.0,31006.0,123247.0,388.0,0.0,0.053464775290647235
2020-06-23,United States,2341372.0,36172.0,124088.0,841.0,0.0,0.05299798579636213
2020-06-24,United States,2375813.0,34441.0,124844.0,756.0,0.0,0.052547906758654825
2020-06-25,United States,2416165.0,40352.0,125389.0,545.0,0.0,0.05189587631639395
2020-06-26,United States,2461586.0,45421.0,126020.0,631.0,0.0,0.05119463630358639
2020-06-27,United States,2502740.0,41154.0,126524.0,504.0,0.0,0.05055419260490503
2020-06-28,United States,2543302.0,40562.0,126813.0,289.0,0.0,0.04986155792745022
2020-06-29,United States,2583422.0,40120.0,127198.0,385.0,0.0,0.04923624556886177
2020-06-30,United States,2629439.0,46017.0,127831.0,633.0,0.0,0.04861531300022552
2020-07-01,United States,2681029.0,51590.0,128521.0,690.0,0.0,0.04793719127991529
2020-07-02,United States,2736658.0,55629.0,129250.0,729.0,0.0,0.04722913860628548
2020-07-03,United States,2788223.0,51565.0,129908.0,658.0,0.0,0.046591682229147384
2020-07-04,United States,2833945.0,45722.0,130193.0,285.0,0.0,0.04594055283359416
2020-07-05,United States,2883931.0,49986.0,130492.0,299.0,0.0,0.04524796189645314
2020-07-06,United States,2927440.0,43509.0,130855.0,363.0,0.0,0.044699464378433036
2020-07-07,United States,2988283.0,60843.0,132059.0,1204.0,0.0,0.04419226693054172
2020-07-08,United States,3048149.0,59866.0,132912.0,853.0,0.0,0.043604167644035775
2020-07-09,United States,3110715.0,62566.0,133912.0,1000.0,0.0,0.043048623869431944
2020-07-10,United States,3178541.0,67826.0,134725.0,813.0,0.0,0.04238579901910971
2020-07-11,United States,3239445.0,60904.0,135435.0,710.0,0.0,0.041808087496469304
2020-07-12,United States,3298169.0,58724.0,135896.0,461.0,0.0,0.04120346774225336
2020-07-13,United States,3356407.0,58238.0,136318.0,422.0,0.0,0.040614264003143837
2020-07-14,United States,3424029.0,67622.0,137237.0,919.0,0.0,0.040080560065349914
2020-07-15,United States,3492184.0,68155.0,138196.0,959.0,0.0,0.039572943464605534
2020-07-16,United States,3568772.0,76588.0,139159.0,963.0,0.0,0.038993524943594045
2020-07-17,United States,3640660.0,71888.0,140075.0,916.0,0.0,0.03847516659067312
2020-07-18,United States,3703105.0,62445.0,140939.0,864.0,0.0,0.038059682347651495
2020-07-19,United States,3763696.0,60591.0,141407.0,468.0,0.0,0.03757131287967998
2020-07-20,United States,3825215.0,61519.0,141947.0,540.0,0.0,0.03710824097469031
2020-07-21,United States,3889282.0,64067.0,143054.0,1107.0,0.0,0.036781596191790666
2020-07-22,United States,3961257.0,71975.0,144266.0,1212.0,0.0,0.03641924772868814
2020-07-23,United States,4029856.0,68599.0,145359.0,1093.0,0.0,0.03607051964139662
2020-07-24,United States,4103287.0,73431.0,146507.0,1148.0,0.0,0.03570478984287475
2020-07-25,United States,4168436.0,65149.0,147393.0,886.0,0.0,0.03535930502471431
2020-07-26,United States,4223184.0,54748.0,147900.0,507.0,0.0,0.03502096996010593
2020-07-27,United States,4279307.0,56123.0,149021.0,1121.0,0.0,0.0348236291530381
2020-07-28,United States,4344986.0,65679.0,150375.0,1354.0,0.0,0.034608857197698684
2020-07-29,United States,4416810.0,71824.0,151797.0,1422.0,0.0,0.034368016736060644
2020-07-30,United States,4484576.0,67766.0,153017.0,1220.0,0.0,0.03412072847020543
2020-07-31,United States,4553337.0,68761.0,154277.0,1260.0,0.0,0.03388218355021822
2020-08-01,United States,4610068.0,56731.0,155376.0,1099.0,0.0,0.03370362432831794
2020-08-02,United States,4656256.0,46188.0,155793.0,417.0,0.0,0.03345885621409132
2020-08-03,United States,4700961.0,44705.0,156350.0,557.0,0.0,0.03325915701066229
2020-08-04,United States,4758265.0,57304.0,157705.0,1355.0,0.0,0.03314338314490681
2020-08-05,United States,4812824.0,54559.0,159103.0,1398.0,0.0,0.033058138007955415
2020-08-06,United States,4872195.0,59371.0,160329.0,1226.0,0.0,0.032906934143645726
2020-08-07,United States,4930744.0,58549.0,161563.0,1234.0,0.0,0.0327664547175842
2020-08-08,United States,4984863.0,54119.0,162645.0,1082.0,0.0,0.03262777733309822
2020-08-09,United States,5031263.0,46400.0,163175.0,530.0,0.0,0.03243221433663873
2020-08-10,United States,5079912.0,48649.0,163719.0,544.0,0.0,0.03222870789887699
2020-08-11,United States,5126858.0,46946.0,164757.0,1038.0,0.0,0.03213605682076625
2020-08-12,United States,5183757.0,56899.0,166273.0,1516.0,0.0,0.0320757705270521
2020-08-13,United States,5235677.0,51920.0,167331.0,1058.0,0.0,0.03195976375166001
2020-08-14,United States,5300376.0,64699.0,168667.0,1336.0,0.0,0.031821704724344084
2020-08-15,United States,5347012.0,46636.0,169697.0,1030.0,0.0,0.03173679056639484
2020-08-16,United States,5387890.0,40878.0,170273.0,576.0,0.0,0.03160290948775866
2020-08-17,United States,5424646.0,36756.0,170724.0,451.0,0.0,0.03147191540240598
2020-08-18,United States,5469674.0,45028.0,172031.0,1307.0,0.0,0.031451783049593084
2020-08-19,United States,5517381.0,47707.0,173359.0,1328.0,0.0,0.031420523614374286
2020-08-20,United States,5561286.0,43905.0,174439.0,1080.0,0.0,0.031366665911445664
2020-08-21,United States,5609976.0,48690.0,175533.0,1094.0,0.0,0.031289438671395386
2020-08-22,United States,5653277.0,43301.0,176511.0,978.0,0.0,0.031222775745819636
2020-08-23,United States,5687713.0,34436.0,176970.0,459.0,0.0,0.031114439142762653
2020-08-24,United States,5724133.0,36420.0,177418.0,448.0,0.0,0.03099473754365945
2020-08-25,United States,5764251.0,40118.0,178634.0,1216.0,0.0,0.03098997597432867
2020-08-26,United States,5809898.0,45647.0,179867.0,1233.0,0.0,0.03095871906873408
2020-08-27,United States,5855060.0,45162.0,180964.0,1097.0,0.0,0.030907283614514624
2020-08-28,United States,5902010.0,46950.0,181926.0,962.0,0.0,0.030824414055550566
2020-08-29,United States,5947311.0,45301.0,182773.0,847.0,0.0,0.030732040076599323
2020-08-30,United States,5981967.0,34656.0,183214.0,441.0,0.0,0.03062771827393899
2020-08-31,United States,6017097.0,35130.0,183809.0,595.0,0.0,0.030547787413099707
2020-09-01,United States,6058945.0,41848.0,184858.0,1049.0,0.0,0.030509932009615534
2020-09-02,United States,6100018.0,41073.0,185902.0,1044.0,0.0,0.03047564777677705
2020-09-03,United States,6143817.0,43799.0,186960.0,1058.0,0.0,0.030430593879993497
2020-09-04,United States,6193992.0,50175.0,187921.0,961.0,0.0,0.03033923841038219
2020-09-05,United States,6237103.0,43111.0,188698.0,777.0,0.0,0.030254109960986694
2020-09-06,United States,6268531.0,31428.0,189109.0,411.0,0.0,0.030167993107157003
2020-09-07,United States,6291963.0,23432.0,189390.0,281.0,0.0,0.030100304149913153
2020-09-08,United States,6319097.0,27134.0,189842.0,452.0,0.0,0.03004258361598184
2020-09-09,United States,6353027.0,33930.0,190999.0,1157.0,0.0,0.03006425126164268
2020-09-10,United States,6389235.0,36208.0,191911.0,912.0,0.0,0.030036616277222546
2020-09-11,United States,6436624.0,47389.0,193115.0,1204.0,0.0,0.030002529276216848
2020-09-12,United States,6477526.0,40902.0,193830.0,715.0,0.0,0.02992346151910467
2020-09-13,United States,6511799.0,34273.0,194224.0,394.0,0.0,0.029826473452267185
2020-09-14,United States,6545665.0,33866.0,194638.0,414.0,0.0,0.02973540503524088
2020-09-15,United States,6585107.0,39442.0,195926.0,1288.0,0.0,0.029752895435108343
2020-09-16,United States,6623637.0,38530.0,196913.0,987.0,0.0,0.029728833267885908
2020-09-17,United States,6668590.0,44953.0,197778.0,865.0,0.0,0.029658143625564026
2020-09-18,United States,6717565.0,48975.0,198700.0,922.0,0.0,0.029579170428570473
2020-09-19,United States,6759863.0,42298.0,199415.0,715.0,0.0,0.02949985820718556
2020-09-20,United States,6798261.0,38398.0,199664.0,249.0,0.0,0.029369863851946842
2020-09-21,United States,6849919.0,51658.0,200084.0,420.0,0.0,0.029209688464929294
2020-09-22,United States,6889482.0,39563.0,201095.0,1011.0,0.0,0.029188696624797044
2020-09-23,United States,6928137.0,38655.0,202179.0,1084.0,0.0,0.02918230398734898
2020-09-24,United States,6974336.0,46199.0,203100.0,921.0,0.0,0.029121051810523612
2020-09-25,United States,7022042.0,47706.0,204026.0,926.0,0.0,0.02905508112882264
2020-09-26,United States,7066289.0,44247.0,204780.0,754.0,0.0,0.02897985066843431
2020-09-27,United States,7103508.0,37219.0,205069.0,289.0,0.0,0.028868694171949972
2020-09-28,United States,7135817.0,32309.0,205401.0,332.0,0.0,0.02878451058932705
2020-09-29,United States,7178637.0,42820.0,206285.0,884.0,0.0,0.028735956421810992
2020-09-30,United States,7219993.0,41356.0,207227.0,942.0,0.0,0.028701828381274053
2020-10-01,United States,7265472.0,45479.0,208081.0,854.0,0.0,0.028639708473172838
2020-10-02,United States,7319889.0,54417.0,209008.0,927.0,0.0,0.028553438446949127
2020-10-03,United States,7368376.0,48487.0,209695.0,687.0,0.0,0.02845878114797616
2020-10-04,United States,7404432.0,36056.0,210049.0,354.0,0.0,0.02836800986220145
2020-10-05,United States,7443292.0,38860.0,210506.0,457.0,0.0,0.028281303487757835
2020-10-06,United States,7488142.0,44850.0,211212.0,706.0,0.0,0.028206195876093163
2020-10-07,United States,7538997.0,50855.0,212130.0,918.0,0.0,0.028137695239830975
2020-10-08,United States,7597310.0,58313.0,213099.0,969.0,0.0,0.028049270070590774
2020-10-09,United States,7653210.0,55900.0,214060.0,961.0,0.0,0.027969962930587296
2020-10-10,United States,7707657.0,54447.0,214695.0,635.0,0.0,0.027854768316753067
2020-10-11,United States,7753980.0,46323.0,215122.0,427.0,0.0,0.02774342982571531
2020-10-12,United States,7795110.0,41130.0,215472.0,350.0,0.0,0.027641944757675004
2020-10-13,United States,7846968.0,51858.0,216254.0,782.0,0.0,0.027558924670012672
2020-10-14,United States,7906419.0,59451.0,217248.0,994.0,0.0,0.027477420561698034
2020-10-15,United States,7970877.0,64458.0,218060.0,812.0,0.0,0.02735709006675175
2020-10-16,United States,8039443.0,68566.0,218962.0,902.0,0.0,0.027235966471806566
2020-10-17,United States,8096194.0,56751.0,219717.0,755.0,0.0,0.02713830720953574
2020-10-18,United States,8145485.0,49291.0,220162.0,445.0,0.0,0.027028715908260833
2020-10-19,United States,8212380.0,66895.0,220620.0,458.0,0.0,0.026864319478640784
2020-10-20,United States,8273792.0,61412.0,221536.0,916.0,0.0,0.02677563081112022
2020-10-21,United States,8336799.0,63007.0,222703.0,1167.0,0.0,0.02671325049338481
2020-10-22,United States,8412298.0,75499.0,223566.0,863.0,0.0,0.026576091336754832
2020-10-23,United States,8493414.0,81116.0,224518.0,952.0,0.0,0.026434364320401665
2020-10-24,United States,8576057.0,82643.0,225468.0,950.0,0.0,0.026290403620218474
2020-10-25,United States,8637806.0,61749.0,225857.0,389.0,0.0,0.026147496250784052
2020-10-26,United States,8704274.0,66468.0,226339.0,482.0,0.0,0.02600320256462515
2020-10-27,United States,8780512.0,76238.0,227301.0,962.0,0.0,0.025886987000302487
2020-10-28,United States,8859310.0,78798.0,228311.0,1010.0,0.0,0.025770742868236916
2020-10-29,United States,8949782.0,90472.0,229277.0,966.0,0.0,0.025618165894990514
2020-10-30,United States,9048263.0,98481.0,230308.0,1031.0,0.0,0.025453283132906283
2020-10-31,United States,9137194.0,88931.0,231201.0,893.0,0.0,0.025303282386255562
2020-11-01,United States,9241521.0,104327.0,231623.0,422.0,0.0,0.025063298563082852
2020-11-02,United States,9324616.0,83095.0,232155.0,532.0,0.0,0.02489700380155065
2020-11-03,United States,9450988.0,126372.0,233720.0,1565.0,0.0,0.02472968963668137
2020-11-04,United States,9554518.0,103530.0,234812.0,1092.0,0.0,0.024576017335463704
2020-11-05,United States,9682196.0,127678.0,235956.0,1144.0,0.0,0.02437009124789459
2020-11-06,United States,9809038.0,126842.0,237153.0,1197.0,0.0,0.024176988609892223
2020-11-07,United States,9937298.0,128260.0,238165.0,1012.0,0.0,0.02396677648189679
2020-11-08,United States,10047724.0,110426.0,238655.0,490.0,0.0,0.023752145261951862
2020-11-09,United States,10169076.0,121352.0,239338.0,683.0,0.0,0.023535865008777593
2020-11-10,United States,10308385.0,139309.0,240714.0,1376.0,0.0,0.023351281505298842
2020-11-11,United States,10454619.0,146234.0,242142.0,1428.0,0.0,0.023161245761323297
2020-11-12,United States,10616251.0,161632.0,243335.0,1193.0,0.0,0.022920991600518865
2020-11-13,United States,10795270.0,179019.0,244499.0,1164.0,0.0,0.022648715594885536
2020-11-14,United States,10963295.0,168025.0,245776.0,1277.0,0.0,0.02241807777679977
2020-11-15,United States,11099318.0,136023.0,246421.0,645.0,0.0,0.02220145417943697
2020-11-16,United States,11258134.0,158816.0,247152.0,731.0,0.0,0.021953194019541784
2020-11-17,United States,11419139.0,161005.0,248838.0,1686.0,0.0,0.0217913101854702
2020-11-18,United States,11591694.0,172555.0,250716.0,1878.0,0.0,0.021628935339390427
2020-11-19,United States,11780990.0,189296.0,252694.0,1978.0,0.0,0.02144930095008993
2020-11-20,United States,11977440.0,196450.0,254590.0,1896.0,0.0,0.021255794226479115
2020-11-21,United States,12157737.0,180297.0,256040.0,1450.0,0.0,0.021059840330482558
2020-11-22,United States,12304199.0,146462.0,256958.0,918.0,0.0,0.020883764965114755
2020-11-23,United States,12472178.0,167979.0,257874.0,916.0,0.0,0.020675939679501047
2020-11-24,United States,12646575.0,174397.0,260000.0,2126.0,0.0,0.020558926033333137
2020-11-25,United States,12830170.0,183595.0,262287.0,2287.0,0.0,0.02044298711552536
2020-11-26,United States,12944048.0,113878.0,263532.0,1245.0,0.0,0.020359318815875837
2020-11-27,United States,13148135.0,204087.0,264958.0,1426.0,0.0,0.02015175536302297
2020-11-28,United States,13303242.0,155107.0,266170.0,1212.0,0.0,0.02000790484003824
2020-11-29,United States,13442656.0,139414.0,267012.0,842.0,0.0,0.019863038970870044
2020-11-30,United States,13599496.0,156840.0,268165.0,1153.0,0.0,0.019718745459390553
2020-12-01,United States,13783773.0,184277.0,270753.0,2588.0,0.0,0.01964288007354735
2020-12-02,United States,13985434.0,201661.0,273528.0,2775.0,0.0,0.019558063053316758
2020-12-03,United States,14205041.0,219607.0,276371.0,2843.0,0.0,0.01945583965579543
2020-12-04,United States,14434647.0,229606.0,278965.0,2594.0,0.0,0.019326070114496045
2020-12-05,United States,14650139.0,215492.0,281222.0,2257.0,0.0,0.019195858824274638
2020-12-06,United States,14830883.0,180744.0,282344.0,1122.0,0.0,0.019037571802029588
2020-12-07,United States,15020042.0,189159.0,283763.0,1419.0,0.0,0.018892290713967377
2020-12-08,United States,15239976.0,219934.0,286283.0,2520.0,0.0,0.01878500333596326
2020-12-09,United States,15463239.0,223263.0,289347.0,3064.0,0.0,0.018711927041934747
2020-12-10,United States,15689923.0,226684.0,292267.0,2920.0,0.0,0.018627688612620978
2020-12-11,United States,15924026.0,234103.0,295550.0,3283.0,0.0,0.018560004863091784
2020-12-12,United States,16143219.0,219193.0,297904.0,2354.0,0.0,0.018453816429052968
2020-12-13,United States,16334361.0,191142.0,299293.0,1389.0,0.0,0.018322908377009665
2020-12-14,United States,16527207.0,192846.0,300777.0,1484.0,0.0,0.018198900758004663
2020-12-15,United States,16725973.0,198766.0,303761.0,2984.0,0.0,0.018161036132247732
2020-12-16,United States,16973376.0,247403.0,307443.0,3682.0,0.0,0.01811324983315046
2020-12-17,United States,17209587.0,236211.0,310789.0,3346.0,0.0,0.018059062079758218
2020-12-18,United States,17459296.0,249709.0,313610.0,2821.0,0.0,0.017962350830182387
2020-12-19,United States,17655591.0,196295.0,316159.0,2549.0,272001.0,0.017907018802146017
2020-12-20,United States,17844690.0,189099.0,317668.0,1509.0,556208.0,0.017801822278784334
2020-12-21,United States,18035209.0,190519.0,319364.0,1696.0,614117.0,0.01770780699020455
2020-12-22,United States,18230242.0,195033.0,322765.0,3401.0,0.0,0.01770492130603642
2020-12-23,United States,18458373.0,228131.0,326124.0,3359.0,1008025.0,0.017668079413066362
2020-12-24,United States,18656776.0,198403.0,329023.0,2899.0,0.0,0.017635576479022957
2020-12-25,United States,18756360.0,99584.0,330246.0,1223.0,0.0,0.01760714765551525
2020-12-26,United States,18982634.0,226274.0,331909.0,1663.0,1944585.0,0.017484875913426977
